FIPS Codes,County,percent (men)_2010,percent (women)_2010,percent (men)_2013,percent (women)_2013,Geographic area,Density_Population
37039,Clay County,12.1,10.1,14.2,12.1,Clay County,49.3
37041,Cleveland County,13.5,13.7,12.9,12,Cleveland County,211.3
37043,Columbus County,12.9,13.5,15.8,16.2,Columbus County,62
37045,Craven County,12,12.4,10.3,10.3,Craven County,146
37047,Cumberland County,11.5,12.4,11.8,12.4,Cumberland County,489.7
37049,Currituck County,11.9,10.7,11.4,9.9,Currituck County,89.9
37051,Dare County,10.7,9.4,10.6,9,Dare County,88.5
37053,Davidson County,11.5,10.8,11.7,10.4,Davidson County,294.7
37055,Davie County,12.3,11.5,11.6,10.2,Davie County,156.1
37057,Duplin County,13.6,14.5,13.7,13.9,Duplin County,71.7
37059,Durham County,9.1,9.6,8.8,8.7,Durham County,935.7
37061,Edgecombe County,14.4,14.9,15.8,16.9,Edgecombe County,111.9
37063,Forsyth County,10.3,10,11.6,10.8,Forsyth County,859.2
37065,Franklin County,10.7,10.4,13.9,14.1,Franklin County,123.3
37067,Gaston County,12.6,12.1,13.9,13.6,Gaston County,578.8
37069,Gates County,13.5,13.2,13.5,12.3,Gates County,35.8
37071,Graham County,12.7,11.8,13.1,11,Graham County,30.3
37073,Granville County,12.2,13,12.2,12,Granville County,112.7
37075,Greene County,11.1,12.6,12.1,13.3,Greene County,80.3
37077,Guilford County,10.4,9.9,10.9,9.8,Guilford County,756.4
37079,Halifax County,15.4,16.7,13.7,13.7,Halifax County,75.5
37081,Harnett County,11.1,11.2,10.7,10.5,Harnett County,192.7
37083,Haywood County,11.1,9.7,12.9,11.6,Haywood County,106.6
37085,Henderson County,10.1,9.3,10.7,9.2,Henderson County,286.1
37087,Hertford County,13.6,15.1,13.7,15,Hertford County,69.9
37089,Hoke County,10.8,11.6,12,12.5,Hoke County,120.2
37091,Hyde County,11.4,13.2,11.7,12.4,Hyde County,9.5
37093,Iredell County,9.4,8.5,10.9,10.1,Iredell County,277.8
37095,Jackson County,12.5,12.6,12.2,11.1,Jackson County,82.1
37097,Johnston County,11.9,11.3,13.9,13.9,Johnston County,213.4
37099,Jones County,15.1,15.4,15.1,14.8,Jones County,21.6
37101,Lee County,11.2,10.7,13.8,13.2,Lee County,227
37103,Lenoir County,14.3,15.6,15.5,15.7,Lenoir County,148.5
37105,Lincoln County,10.9,9.9,12.4,10.4,Lincoln County,262.7
37107,McDowell County,13.9,12.9,14.8,13.7,McDowell County,102.1
37109,Macon County,11.4,10,12.9,10.5,Macon County,65.8
37111,Madison County,11.8,10.2,11.4,9.8,Madison County,46.2
37113,Martin County,15.1,15.3,16,15.8,Martin County,53.1
37115,Mecklenburg County,8.6,8.2,9,8.1,Mecklenburg County,1755.5
37117,Mitchell County,12.1,11,13.7,12,Mitchell County,70.4
37119,Montgomery County,12.9,12.6,12.9,12.1,Montgomery County,56.5
37121,Moore County,12,10.7,11.7,9.6,Moore County,126.5
37123,Nash County,12.1,12.5,13.5,13,Nash County,177.3
37125,New Hanover County,10.8,10.2,8.7,8.1,New Hanover County,1058.1
37127,Northampton County,13.8,14.5,15.9,16.5,Northampton County,41.2
37129,Onslow County,7.8,9.4,7.2,8.6,Onslow County,233.1
37131,Orange County,7.1,6.3,8.7,7.4,Orange County,336.2
37133,Pamlico County,13.5,13.2,15.6,14.6,Pamlico County,39.1
37135,Pasquotank County,12.2,12.7,14,14.8,Pasquotank County,179.2
37137,Pender County,12,11.3,12.4,11.7,Pender County,60
37139,Perquimans County,14.7,13.8,14.3,12.8,Perquimans County,54.4
37141,Person County,13.7,13.5,13.1,12.2,Person County,100.6
37143,Pitt County,8.9,8.8,9.7,9.4,Pitt County,257.9
37145,Polk County,11,9.6,14.2,12.2,Polk County,86.3
37147,Randolph County,10.8,10.1,14.5,12.9,Randolph County,181.1
37149,Richmond County,12.5,12.8,11.7,10.8,Richmond County,98.4
37151,Robeson County,14.6,16.2,15.5,15.9,Robeson County,141.3
37153,Rockingham County,12.1,11.4,14.4,13.9,Rockingham County,165.6
37155,Rowan County,12.8,12.5,13.2,12.4,Rowan County,270.7
37157,Rutherford County,12.9,12,14.3,13.5,Rutherford County,120.2
37159,Sampson County,12.5,13.1,14,13.5,Sampson County,67.1
37161,Scotland County,13.2,13.8,13.7,13.7,Scotland County,113.4
37163,Stanly County,12,11.8,12.5,11.7,Stanly County,153.3
37165,Stokes County,10.9,9.7,13.5,11.9,Stokes County,105.6
37167,Surry County,12.9,12.3,13.8,12.7,Surry County,138.4
37169,Swain County,15.3,15.1,15.1,14.8,Swain County,26.5
37171,Transylvania County,10.5,9.1,12.4,10.4,Transylvania County,87.4
37173,Tyrrell County,12.1,14.4,12.9,14.4,Tyrrell County,11.3
37175,Union County,9.3,8.1,10.3,8.8,Union County,318.7
37177,Vance County,13.8,14.8,14.1,14,Vance County,179.2
37179,Wake County,7.3,6.7,8.5,8,Wake County,1078.8
37181,Warren County,15.1,16.9,14.4,14.4,Warren County,48.9
37183,Washington County,14.3,14.2,15.2,14.3,Washington County,38
37185,Watauga County,9.4,9.1,9,8.2,Watauga County,163.4
37187,Wayne County,12,12.7,13.1,13,Wayne County,221.7
37189,Wilkes County,13,13,11.7,9.9,Wilkes County,91.9
37191,Wilson County,13.6,13.9,12.7,12.2,Wilson County,220.6
37193,Yadkin County,10.6,9.4,11.5,9.5,Yadkin County,114.7
37195,Yancey County,11.7,10.2,12.3,10.2,Yancey County,57
37197,Adams County,12.5,9.9,12.1,9.1,Adams County,2.4
37199,Barnes County,7.4,5.5,11.6,9.4,Barnes County,7.4
38001,Benson County,11.1,9.4,12.3,11,Benson County,4.8
38003,Billings County,10.4,7.4,8.7,6.7,Billings County,0.7
38005,Bottineau County,11,8.9,11.1,8.4,Bottineau County,3.9
38007,Bowman County,10.5,8.3,10.1,8.1,Bowman County,2.7
38009,Burke County,11.3,9,10,7.6,Burke County,1.8
38011,Burleigh County,8.1,6.7,8.1,6.8,Burleigh County,49.8
38013,Cass County,7.7,6.3,7.5,6.5,Cass County,84.9
38015,Cavalier County,11.5,8.9,12.7,9.7,Cavalier County,2.7
38017,Dickey County,10.7,8.9,12.4,10.1,Dickey County,4.7
38019,Divide County,10.2,7.9,11.5,8.5,Divide County,1.6
38021,Dunn County,10.5,8.8,10,8.2,Dunn County,1.8
38023,Eddy County,10.8,8.4,13.3,10.3,Eddy County,3.8
38025,Emmons County,12.7,9.8,12.9,9.7,Emmons County,2.4
38027,Foster County,10.6,8.3,11.8,9.6,Foster County,5.3
38029,Golden Valley County,9.8,7.4,10.1,7.6,Golden Valley County,1.7
38031,Grand Forks County,6.9,6.1,7.9,6.6,Grand Forks County,46.5
38033,Grant County,11.6,9.4,12.2,9.3,Grant County,1.4
38035,Griggs County,11,8.3,11.6,8.8,Griggs County,3.4
38037,Hettinger County,11.4,8,11.2,7.9,Hettinger County,2.2
38039,Kidder County,10.9,8.6,10.3,7.4,Kidder County,1.8
38041,LaMoure County,11,8.9,12.7,9.6,LaMoure County,3.6
38043,Logan County,12.6,10.5,12.5,9.8,Logan County,2
38045,McHenry County,10.7,8.1,9.4,7,McHenry County,2.9
38047,McIntosh County,11.3,8.9,11.8,9.4,McIntosh County,2.9
38049,McKenzie County,10.3,9.1,9.6,9.3,McKenzie County,2.3
38051,McLean County,11.6,9.6,11.6,9.1,McLean County,4.2
38053,Mercer County,9.9,7.9,12.9,10.8,Mercer County,8.1
38055,Morton County,8.3,6.8,8.9,6.9,Morton County,14.3
38057,Mountrail County,9.2,8.7,12.3,13,Mountrail County,4.2
38059,Nelson County,11.8,9,13.4,10.9,Nelson County,3.2
38061,Oliver County,10.9,8.6,12.5,9.2,Oliver County,2.6
38063,Pembina County,11.1,9,13.6,10.6,Pembina County,6.6
38065,Pierce County,11.1,9.7,11.4,9.3,Pierce County,4.3
38067,Ramsey County,8.7,6.9,11,9.4,Ramsey County,9.6
38069,Ransom County,11.4,8.8,11.9,8.8,Ransom County,6.3
38071,Renville County,10,7.7,11.9,9.6,Renville County,2.8
38073,Richland County,8.8,6.9,9.5,7.3,Richland County,11.4
38075,Rolette County,15.3,13.9,13.2,12.6,Rolette County,15.4
38077,Sargent County,11,8.8,10.6,8.1,Sargent County,4.5
38079,Sheridan County,13,10.3,13,9.9,Sheridan County,1.4
38081,Sioux County,12,11.8,13.2,13.3,Sioux County,3.8
38083,Slope County,10,8,10.9,7.6,Slope County,0.6
38085,Stark County,10,9.1,8.8,7.1,Stark County,18.1
38087,Steele County,10,7.8,12.7,10,Steele County,2.8
38089,Stutsman County,9.1,7.5,10.1,7.5,Stutsman County,9.5
38091,Towner County,10.9,8.6,12.4,10,Towner County,2.2
38093,Traill County,8.9,7.3,9.8,7.3,Traill County,9.4
38095,Walsh County,10.7,8.1,10.8,8.3,Walsh County,8.7
38097,Ward County,9.5,8.9,8.4,7,Ward County,30.6
38099,Wells County,11.3,8.5,12.1,9.7,Wells County,3.3
38101,Williams County,8.7,7.1,8.9,7.7,Williams County,10.8
38103,Adams County,10.7,9.8,12.1,10.7,Adams County,48.9
38105,Allen County,12.1,11.8,12.8,13.2,Allen County,264.2
39001,Ashland County,11.5,10.8,12,11.3,Ashland County,125.6
39003,Ashtabula County,12,11.4,13.4,13.1,Ashtabula County,144.6
39005,Athens County,9.7,9.7,10.9,11.3,Athens County,128.6
39007,Auglaize County,12.4,11.5,11.8,10.4,Auglaize County,114.5
39009,Belmont County,11.9,12.5,14.6,15.5,Belmont County,132.3
39011,Brown County,12.9,12.6,14.3,12.9,Brown County,91.5
39013,Butler County,10.7,10,12.5,11.6,Butler County,788.2
39015,Carroll County,11.7,10.9,13.2,12.3,Carroll County,73.1
39017,Champaign County,10.8,10.5,13.5,13,Champaign County,93.5
39019,Clark County,12.4,12.5,13.6,12.2,Clark County,348
39021,Clermont County,10.1,9.5,11.9,11.4,Clermont County,436.5
39023,Clinton County,10.9,10.3,11.9,11.4,Clinton County,102.9
39025,Columbiana County,12.2,12.3,12.6,12.4,Columbiana County,202.7
39027,Coshocton County,11.9,11.2,14.9,14.3,Coshocton County,65.4
39029,Crawford County,13.9,13.2,13.9,12.8,Crawford County,109
39031,Cuyahoga County,10.5,10.6,12.1,11.8,Cuyahoga County,2800
39033,Darke County,11.8,11.2,13,12.6,Darke County,88.5
39035,Defiance County,10.8,10.6,12,11.3,Defiance County,94.9
39037,Delaware County,9,8.4,9.7,8.7,Delaware County,393.2
39039,Erie County,11.2,10.4,12.1,10.2,Erie County,306.4
39041,Fairfield County,11,10.5,11.7,10.5,Fairfield County,289.8
39043,Fayette County,11.3,10.6,13.3,12.7,Fayette County,71.4
39045,Franklin County,9.8,10.2,10,9.8,Franklin County,2186.1
39047,Fulton County,12.4,11.6,13.5,13.2,Fulton County,105.3
39049,Gallia County,12.3,11.8,14.5,14.5,Gallia County,66.3
39051,Geauga County,10.5,9.1,12.5,11.2,Geauga County,233.4
39053,Greene County,10.5,10.2,11.1,10,Greene County,390.5
39055,Guernsey County,12.5,11.8,13.1,12.2,Guernsey County,76.8
39057,Hamilton County,10.5,10.7,11.1,10.8,Hamilton County,1976.7
39059,Hancock County,10.3,9.6,11.8,11.1,Hancock County,140.7
39061,Hardin County,10.5,10.2,10.1,9.2,Hardin County,68.1
39063,Harrison County,12.9,12.6,13.9,12.6,Harrison County,39.4
39065,Henry County,11.3,10.6,11.9,11.7,Henry County,67.8
39067,Highland County,11.7,11.4,11.6,10.5,Highland County,78.8
39069,Hocking County,12.1,11.3,15.1,14.1,Hocking County,69.7
39071,Holmes County,9.9,9,10.6,10,Holmes County,100.3
39073,Huron County,11.2,11.1,13,12.6,Huron County,121.3
39075,Jackson County,11.4,11.5,14.4,14,Jackson County,79
39077,Jefferson County,16.2,16.3,15.3,15.4,Jefferson County,170.7
39079,Knox County,11.1,10.4,11.8,10.4,Knox County,115.9
39081,Lake County,11.5,11,11.6,10.9,Lake County,1011.2
39083,Lawrence County,12.8,12.1,15.8,15.5,Lawrence County,137.7
39085,Licking County,12.4,11.5,11.6,10.4,Licking County,243.9
39087,Logan County,13,12.5,13.7,13,Logan County,100
39089,Lorain County,12,11.2,12.1,10.9,Lorain County,613.6
39091,Lucas County,10.7,10,12.4,12.2,Lucas County,1296.2
39093,Madison County,10.9,11.9,10.6,10.8,Madison County,93.2
39095,Mahoning County,11.7,11.9,12.5,12.6,Mahoning County,580.2
39097,Marion County,11.3,11.3,12.7,13.1,Marion County,164.7
39099,Medina County,11.5,10.8,10.3,9,Medina County,409
39101,Meigs County,13.2,12.9,16.7,16.7,Meigs County,55.3
39103,Mercer County,11.2,11,11.1,10.9,Mercer County,88.3
39105,Miami County,10.9,10.1,13.3,12.3,Miami County,252.1
39107,Monroe County,11.9,10.6,15.4,14.4,Monroe County,32.1
39109,Montgomery County,12.4,12.6,12.9,13.1,Montgomery County,1159.5
39111,Morgan County,13.2,12.6,15.1,14.6,Morgan County,36.2
39113,Morrow County,11.6,11,12.8,11.6,Morrow County,85.8
39115,Muskingum County,11.2,11.5,13.2,12.7,Muskingum County,129.5
39117,Noble County,13.6,10.3,15.5,11.8,Noble County,36.8
39119,Ottawa County,12,11.2,11.7,10.5,Ottawa County,162.5
39121,Paulding County,10.4,9.7,12.8,12,Paulding County,47.1
39123,Perry County,11.1,11,13.4,12.9,Perry County,88.4
39125,Pickaway County,10.3,10,12.3,12.6,Pickaway County,111.1
39127,Pike County,12.9,12.7,13.6,13.7,Pike County,65.2
39129,Portage County,9.1,8.7,9.8,8.5,Portage County,331.2
39131,Preble County,11.5,10.9,13,12.3,Preble County,99.7
39133,Putnam County,10,9.4,10.4,9.5,Putnam County,71.5
39135,Richland County,10.9,10.2,12,11.8,Richland County,251.3
39137,Ross County,11.2,11.3,13.4,13.1,Ross County,113.3
39139,Sandusky County,12,11.7,13.1,12.6,Sandusky County,149.2
39141,Scioto County,12.2,11.7,15.4,16.6,Scioto County,130.3
39143,Seneca County,10.1,9.9,13.5,13.4,Seneca County,103
39145,Shelby County,10.5,9.7,11.6,10.9,Shelby County,121.2
39147,Stark County,11.7,11.1,13.5,12.4,Stark County,652.9
39149,Summit County,10.5,10.2,10.7,10.1,Summit County,1312.6
39151,Trumbull County,11.3,11.1,12.9,11.8,Trumbull County,340.1
39153,Tuscarawas County,9.7,8.5,12.5,13,Tuscarawas County,163.1
39155,Union County,10.3,9.4,10.8,9.7,Union County,121.1
39157,Van Wert County,11.8,11.7,15,14.7,Van Wert County,70.3
39159,Vinton County,11,10.6,16.6,17.4,Vinton County,32.6
39161,Warren County,8.9,8.3,10.3,9.1,Warren County,530
39163,Washington County,12.1,10.8,14.1,14.6,Washington County,97.8
39165,Wayne County,10.3,9.6,12.5,12,Wayne County,206.4
39167,Williams County,11.9,11.5,13.4,12.2,Williams County,89.4
39169,Wood County,10.7,10.4,11.1,10.9,Wood County,203.3
39171,Wyandot County,11.3,10.6,12.7,12.2,Wyandot County,55.6
39173,Adair County,14.8,13,14.6,14,Adair County,39.6
39175,Alfalfa County,13.7,12,13.5,12.7,Alfalfa County,6.5
40001,Atoka County,13.4,12.2,13,12.6,Atoka County,14.5
40003,Beaver County,12.5,10.1,14.3,12.4,Beaver County,3.1
40005,Beckham County,10.8,9.9,10,10,Beckham County,24.5
40007,Blaine County,12.4,10.6,14.8,13.5,Blaine County,12.9
40009,Bryan County,12.6,11,11.8,11,Bryan County,46.9
40011,Caddo County,11.3,10.7,12.5,12.7,Caddo County,23.2
40013,Canadian County,11.2,10,12.8,11.1,Canadian County,128.9
40015,Carter County,13.1,11.3,13,12,Carter County,57.8
40017,Cherokee County,12.5,10.7,14.9,14.4,Cherokee County,62.7
40019,Choctaw County,15.5,14.1,15.9,15,Choctaw County,19.7
40021,Cimarron County,14,11.1,13.7,11.3,Cimarron County,1.3
40023,Cleveland County,9.3,8.8,10.3,10.5,Cleveland County,474.7
40025,Coal County,14.5,12.9,13.6,12.3,Coal County,11.5
40027,Comanche County,10.9,10.9,11,11.2,Comanche County,116.1
40029,Cotton County,13.6,11.5,15,14.1,Cotton County,9.8
40031,Craig County,14.2,12.9,13.4,12.8,Craig County,19.7
40033,Creek County,12.9,11.6,15.3,14.4,Creek County,73.6
40035,Custer County,11.4,10.2,11.8,11.6,Custer County,27.8
40037,Delaware County,17,14.9,15.3,13.1,Delaware County,56.2
40039,Dewey County,14.7,13,14.5,13.2,Dewey County,4.8
40041,Ellis County,13.4,11.2,14,12,Ellis County,3.4
40043,Garfield County,11.4,10,10.2,9.5,Garfield County,57.2
40045,Garvin County,12.8,10.9,13.7,12.7,Garvin County,34.4
40047,Grady County,11,9.3,12.7,11.4,Grady County,47.6
40049,Grant County,13.5,11.1,13.9,12.1,Grant County,4.5
40051,Greer County,11.5,11.5,12.2,13.8,Greer County,9.8
40053,Harmon County,13.7,12,14.4,13.6,Harmon County,5.4
40055,Harper County,12.6,10.8,13,11.8,Harper County,3.5
40057,Haskell County,13,11.5,18.1,17.8,Haskell County,22.1
40059,Hughes County,13.7,13.6,14.9,16.4,Hughes County,17.4
40061,Jackson County,12.5,11.3,12.8,12.8,Jackson County,32.9
40063,Jefferson County,13.2,11.2,14.3,13.1,Jefferson County,8.5
40065,Johnston County,13.5,12.2,14.5,13.1,Johnston County,17
40067,Kay County,15,13,13.3,12.2,Kay County,50.6
40069,Kingfisher County,12.1,10.5,12.9,11.5,Kingfisher County,16.7
40071,Kiowa County,15.5,14.2,14.3,13,Kiowa County,9.3
40073,Latimer County,13.7,11.5,15.7,14.3,Latimer County,15.4
40075,Le Flore County,13.3,12.2,14.6,13.8,Le Flore County,31.7
40077,Lincoln County,12.8,11,15,13.9,Lincoln County,36
40079,Logan County,13.9,11.5,12.9,11.3,Logan County,56.3
40081,Love County,14.4,12.2,15.8,14.3,Love County,18.3
40083,McClain County,13.2,10.8,11.8,10.4,McClain County,60.5
40085,McCurtain County,12.8,11.4,14.5,13.5,McCurtain County,17.9
40087,McIntosh County,16,13.9,14.9,12.6,McIntosh County,32.7
40089,Major County,13.4,11.2,12.5,10.8,Major County,7.9
40091,Marshall County,14.4,12.3,14.5,12.2,Marshall County,42.7
40093,Mayes County,14.7,12.7,14.1,13.6,Mayes County,63
40095,Murray County,12.8,10.4,14,12.8,Murray County,32.4
40097,Muskogee County,14.2,13.9,13.7,12.8,Muskogee County,87.6
40099,Noble County,13.4,11.4,13.8,12.7,Noble County,15.8
40101,Nowata County,13.6,11.9,15.3,14.8,Nowata County,18.6
40103,Okfuskee County,13.7,12.9,13.3,13.4,Okfuskee County,19.7
40105,Oklahoma County,11,10.2,10.8,9.6,Oklahoma County,1013.8
40107,Okmulgee County,13.7,12.6,12.7,12.2,Okmulgee County,57.5
40109,Osage County,13.2,11.6,12.7,12.2,Osage County,21.1
40111,Ottawa County,14,12.5,15.9,15.3,Ottawa County,67.6
40113,Pawnee County,15.9,14.2,14.3,12.7,Pawnee County,29.2
40115,Payne County,9.1,7.9,7.2,6.9,Payne County,113
40117,Pittsburg County,13.8,13,13.1,13.1,Pittsburg County,35.1
40119,Pontotoc County,11.9,9.8,12.7,11.2,Pontotoc County,52
40121,Pottawatomie County,12.8,11.3,14.5,13.6,Pottawatomie County,88.2
40123,Pushmataha County,15.1,13,17.6,16,Pushmataha County,8.3
40125,Roger Mills County,13.3,11.5,13.1,11.8,Roger Mills County,3.2
40127,Rogers County,12.4,10.4,11.8,9.7,Rogers County,128.6
40129,Seminole County,14,12.4,14.7,14.2,Seminole County,40.3
40131,Sequoyah County,15.6,14.3,14.2,12.9,Sequoyah County,63
40133,Stephens County,12.7,10.2,14.3,12.7,Stephens County,51.8
40135,Texas County,9.5,7.9,10,9.1,Texas County,10.1
40137,Tillman County,13,11.5,14.6,14.1,Tillman County,9.2
40139,Tulsa County,10.7,9.8,11,10.1,Tulsa County,1058.1
40141,Wagoner County,14,12.1,12.1,10.7,Wagoner County,130.1
40143,Washington County,12.8,10.9,14.8,13.3,Washington County,122.7
40145,Washita County,12.1,9.9,13.3,12,Washita County,11.6
40147,Woods County,10.5,9.2,12.3,12.4,Woods County,6.9
40149,Woodward County,11.1,9.8,11.6,11.3,Woodward County,16.2
40151,Baker County,12.1,10.6,12.9,11.1,Baker County,5.3
40153,Benton County,7.1,5.9,8.1,7.6,Benton County,126.6
41001,Clackamas County,9,7.7,10.4,9.3,Clackamas County,201
41003,Clatsop County,10.4,9.2,11.4,10.6,Clatsop County,44.7
41005,Columbia County,10.5,9.2,11.4,9.8,Columbia County,75.1
41007,Coos County,10.5,8.7,13.4,12.2,Coos County,39.5
41009,Crook County,10.9,8.8,13.3,11.6,Crook County,7
41011,Curry County,12.6,10.1,13,10.9,Curry County,13.7
41013,Deschutes County,8.6,7.4,8.5,7.2,Deschutes County,52.3
41015,Douglas County,13.2,11.3,12.4,10.4,Douglas County,21.4
41017,Gilliam County,10.8,9.5,12.3,10.9,Gilliam County,1.6
41019,Grant County,11.4,9.2,13.4,11.4,Grant County,1.6
41021,Harney County,11.5,9.3,12.1,10.3,Harney County,0.7
41023,Hood River County,8.6,7.5,9.1,8,Hood River County,42.8
41025,Jackson County,9.3,8.2,9.5,8.4,Jackson County,73
41027,Jefferson County,9.4,8.2,11.6,10.8,Jefferson County,12.2
41029,Josephine County,11.8,10.7,10.2,8.4,Josephine County,50.4
41031,Klamath County,9.8,8.7,11.6,10.1,Klamath County,11.2
41033,Lake County,10.5,8.8,12.3,10.7,Lake County,1
41035,Lane County,9.2,7.9,8.6,7.1,Lane County,77.2
41037,Lincoln County,12.6,11.2,13.8,12.9,Lincoln County,47
41039,Linn County,9.8,9.2,11.8,10.7,Linn County,50.9
41041,Malheur County,9.6,9.1,9.1,8.6,Malheur County,3.2
41043,Marion County,9.1,8.3,10.8,9.9,Marion County,266.7
41045,Morrow County,9.9,8.7,12.1,10.6,Morrow County,5.5
41047,Multnomah County,7.6,7.2,8,7.4,Multnomah County,1704.9
41049,Polk County,10.5,9.2,10.1,8.6,Polk County,101.8
41051,Sherman County,11.1,9.3,12,10.1,Sherman County,2.1
41053,Tillamook County,10.9,9.2,12.2,10.6,Tillamook County,22.9
41055,Umatilla County,10.3,10.3,10.4,9.4,Umatilla County,23.6
41057,Union County,10.4,9.4,10.1,8.3,Union County,12.6
41059,Wallowa County,10.9,8.8,12.6,10.3,Wallowa County,2.2
41061,Wasco County,10.5,9,11.7,10.3,Wasco County,10.6
41063,Washington County,6.7,6.3,8.8,8,Washington County,731.4
41065,Wheeler County,12.8,10.4,13.6,11.6,Wheeler County,0.8
41067,Yamhill County,8.3,7.4,10.1,9.1,Yamhill County,138.6
41069,Adams County,12.1,10.9,12.2,10.9,Adams County,195.5
41071,Allegheny County,9.3,9,10,9.4,Allegheny County,1675.6
42001,Armstrong County,11.6,10.2,12.3,11.2,Armstrong County,105.5
42003,Beaver County,11.5,10.9,12.1,10.8,Beaver County,392.3
42005,Bedford County,12.5,12.2,13.9,12.5,Bedford County,49.2
42007,Berks County,9.4,9,11.6,10.5,Berks County,480.4
42009,Blair County,11.1,9.9,12.6,10.8,Blair County,241.7
42011,Bradford County,10.1,9.2,11.3,10.5,Bradford County,54.6
42013,Bucks County,10.3,8.8,10.4,8.7,Bucks County,1034.7
42015,Butler County,10.7,9.1,11.6,10.3,Butler County,233.1
42017,Cambria County,12.7,12.4,13.7,12.5,Cambria County,208.7
42019,Cameron County,12.5,11.5,11.2,9.7,Cameron County,12.8
42021,Carbon County,11.9,10.7,11.4,10.1,Carbon County,171.1
42023,Centre County,7.5,7.2,7.8,7.9,Centre County,138.7
42025,Chester County,8.8,7.6,8.5,7.3,Chester County,664.7
42027,Clarion County,11.8,10.8,12.4,11,Clarion County,66.6
42029,Clearfield County,10,10,13.4,13.9,Clearfield County,71.3
42031,Clinton County,9.3,8.4,11.4,10.5,Clinton County,44.2
42033,Columbia County,11,10.4,12.3,11.6,Columbia County,139.3
42035,Crawford County,12.7,12.1,12.4,11,Crawford County,87.7
42037,Cumberland County,9.9,8.6,9.7,9.2,Cumberland County,431.6
42039,Dauphin County,11,11,11.8,12,Dauphin County,510.6
42041,Delaware County,9.6,9,9.7,8.5,Delaware County,3040.5
42043,Elk County,13.3,12,10.9,10.1,Elk County,38.6
42045,Erie County,11.2,9.6,12.3,11,Erie County,351.1
42047,Fayette County,13.3,12.5,15.6,16.1,Fayette County,172.8
42049,Forest County,10.7,12.4,10.7,12.6,Forest County,18.1
42051,Franklin County,11.4,10.4,12,10.8,Franklin County,193.7
42053,Fulton County,11.1,10.1,12.5,11.3,Fulton County,33.9
42055,Greene County,9.6,8.9,12.8,12.2,Greene County,67.2
42057,Huntingdon County,9.9,9.3,11.8,11.1,Huntingdon County,52.5
42059,Indiana County,10.1,9.8,9.9,9.4,Indiana County,107.5
42061,Jefferson County,13.2,12.8,11.9,11,Jefferson County,69.3
42063,Juniata County,11.7,11.1,12.9,11.8,Juniata County,63
42065,Lackawanna County,11.7,10.6,12.4,10.7,Lackawanna County,467.1
42067,Lancaster County,10,9.2,10.3,9.2,Lancaster County,550.4
42069,Lawrence County,10.9,10.1,12.7,12.4,Lawrence County,254.4
42071,Lebanon County,11.9,10.4,10.6,9.6,Lebanon County,369.1
42073,Lehigh County,10.7,9.9,11.3,10.4,Lehigh County,1012.5
42075,Luzerne County,11.3,10.2,12.1,11.3,Luzerne County,360.4
42077,Lycoming County,11.1,9.9,11.4,10,Lycoming County,94.5
42079,McKean County,10.6,9.6,10.9,10,McKean County,44.4
42081,Mercer County,12.3,11.7,12.8,11.7,Mercer County,173.4
42083,Mifflin County,11.7,10.5,13,12.1,Mifflin County,113.6
42085,Monroe County,10.4,9.1,11.6,10.8,Monroe County,279.2
42087,Montgomery County,8,7,7.8,7,Montgomery County,1655.9
42089,Montour County,12.6,12,12.8,12,Montour County,140.3
42091,Northampton County,9.7,8.6,11.6,10.8,Northampton County,805.4
42093,Northumberland County,11.1,10.3,12.4,11.8,Northumberland County,206.2
42095,Perry County,11.1,9.5,10.9,9.7,Perry County,83.4
42097,Philadelphia County,11.4,11.5,11.2,11.8,Philadelphia County,11379.5
42099,Pike County,11.8,10.6,11.6,9.3,Pike County,105.3
42101,Potter County,12,10.2,12.6,11.5,Potter County,16.1
42103,Schuylkill County,11.3,10,11.5,11.2,Schuylkill County,190.4
42105,Snyder County,11.9,12,10.7,9.1,Snyder County,120.8
42107,Somerset County,10.6,10.4,12.6,12.3,Somerset County,72.4
42109,Sullivan County,12.4,10.9,13.7,12.5,Sullivan County,14.3
42111,Susquehanna County,13.5,12.5,10.8,9.4,Susquehanna County,52.7
42113,Tioga County,9.8,9,12.7,11.4,Tioga County,37
42115,Union County,10.3,10.8,9.9,10.6,Union County,142.2
42117,Venango County,10.7,9.8,13.5,12.9,Venango County,81.5
42119,Warren County,12.6,11.3,13.5,11.6,Warren County,47.3
42121,Washington County,11.8,10.9,12.5,11.3,Washington County,242.5
42123,Wayne County,11.5,10.4,13.2,12,Wayne County,72.8
42125,Westmoreland County,12.1,10.1,12.9,10.8,Westmoreland County,355.4
42127,Wyoming County,9.9,8.6,11.4,10.2,Wyoming County,71.2
42129,York County,10.8,9.2,12.2,10.4,York County,481.1
42131,Bristol County,7.2,5.2,9.8,7.9,Bristol County,2064
42133,Kent County,10.1,7.8,10.7,9.1,Kent County,985.9
44001,Newport County,8.7,6.8,9.4,7.6,Newport County,809.6
44003,Providence County,9.2,8.7,10.7,9.2,Providence County,1530.3
44005,Washington County,7.8,5.8,9.9,8.3,Washington County,385.7
44007,Abbeville County,13.4,13.8,16.6,17.3,Abbeville County,51.8
44009,Aiken County,11.7,10.5,13.1,12.6,Aiken County,149.5
45001,Allendale County,13.9,17.3,16.5,22.5,Allendale County,25.5
45003,Anderson County,11.8,11.1,13.5,12.9,Anderson County,261.6
